url,image,name
fullnews.php?news=1780,,Випускниця  ЧДБК ЗБИРАЄ 1 МІЛЬЙОН ГРИВЕНЬ ДЛЯ НАШИХ ЗАХИСНИКІВ НА ФРОНТІ
,images/news/1781_1.jpg,""
fullnews.php?news=1781,,БІЗНЕС-ГРА «ФІЛОСОФІЯ БІЗНЕСУ»
,images/news/1778_1.jpg,""
fullnews.php?news=1778,,ЧДБК №1 серед коледжів України в Світовому рейтингу університетів 2022 за науковим індексом Альпера-Догера
,images/news/1779_1.jpg,""
fullnews.php?news=1779,,ВИСЛОВЛЮЄМО СПІВЧУТТЯ
,images/news/1776_1.jpg,""
fullnews.php?news=1776,,ПРАЦЮЄ СТУДЕНТСЬКИЙ НАУКОВО-ПРАКТИЧНИЙ КЛУБ ІСТОРИЧНОГО КРАЄЗНАВСТВА
,images/news/1777_1.jpg,""
fullnews.php?news=1777,,400 ТИС ГРН – МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД ЧДБК У ЖОВТНІ
,images/news/1775_1.jpg,""
fullnews.php?news=1775,,НАУКОВЦІ ЧДБК ПРОДОВЖУЮТЬ ДОСЛІДЖЕННЯ В УМОВАХ ПОВНОМАСШТАБНОЇ ВІЙНИ
,images/news/1774_1.jpg,""
fullnews.php?news=1774,,НАЙРОЗУМНІШИЙ ЕКОНОМІСТ-ПЕРШОКУРСНИК
,images/news/1771_1.jpg,""
fullnews.php?news=1771,,ІНТЕЛЕКТУАЛЬНА ВІКТОРИНА ДЛЯ ЕКОНОМІСТІВ
,images/news/1772_1.jpg,""
fullnews.php?news=1772,,МАЙСТЕР-КЛАС З РОЗРОБКИ ФІРМОВОГО СТИЛЮ ТА ЛОГОТИПУ БРЕНДУ
,images/news/1773_1.jpg,""
fullnews.php?news=1773,,ТРЕНІНГ З НАДАННЯ ПЕРШОЇ ДОМЕДИЧНОЇ ДОПОМОГИ
,images/news/1768_1.jpg,""
fullnews.php?news=1768,,"РОБОЧА ЗУСТРІЧ З ПАРТНЕРАМИ УНІВЕРСИТЕТУ КЛАРК, США"
,images/news/1769_1.jpg,""
fullnews.php?news=1769,,ДЕНЬ МАРКЕТОЛОГА
,images/news/1770_1.jpg,""
fullnews.php?news=1770,,ЗУСТРІЧ ІЗ ПРЕДСТАВНИКАМИ СТРАХОВОГО РИНКУ
,images/news/1767_1.jpg,""
fullnews.php?news=1767,,"ЗАСІДАННЯ ВЧЕНОЇ РАДИ 
ЧЕРКАСЬКОГО ДЕРЖАВНОГО БІЗНЕС-КОЛЕДЖУ
"
,images/news/1765_1.jpg,""
fullnews.php?news=1765,,ПІЗНАВАЛЬНА ЛЕКЦІЯ «ЛАУРЕАТИ НОБЕЛІВСЬКОЇ ПРЕМІЇ В ГАЛУЗІ ЕКОНОМІКИ»
,images/news/1766_1.jpg,""
fullnews.php?news=1766,,ВІДКРИТИЙ ЧЕМПІОНАТ З ВОЛЕЙБОЛУ ПРИСВЯЧЕНИЙ ЗСУ
,images/news/1764_1.jpg,""
fullnews.php?news=1764,,УВАГА! З 24 ЖОВТНЯ ЧДБК ПОВЕРТАЄТЬСЯ ДО ОФЛАЙН-НАВЧАННЯ!
,images/news/1763_1.jpg,""
fullnews.php?news=1763,,"ПЕРЕВЕДЕННЯ СТУДЕНТІВ НА МІСЦЯ, ЩО ФІНАНСУЮТЬСЯ ЗА РАХУНОК КОШТІВ обласного БЮДЖЕТУ"
,images/news/1761_1.jpg,""
fullnews.php?news=1761,,ВІТАЄМО ЗІ ВСТУПОМ ДО ОКСФОРДУ!
,images/news/1762_1.jpg,""
fullnews.php?news=1762,,АЛЕЯ ЄДНАННЯ УКРАЇНЦІВ
,images/news/1760_1.jpg,""
fullnews.php?news=1760,,"УВАГА! 
ЧДБК ПРОДОВЖУЄ ТИМЧАСОВЕ ДИСТАНЦІЙНЕ НАВЧАННЯ
 ДО 22 ЖОВТНЯ!
"
,images/news/1757_1.jpg,""
fullnews.php?news=1757,,ПРИВІТАННЯ ДО ДНЯ ЗАХИСНИКІВ ТА ЗАХИСНИЦЬ УКРАЇНИ
,images/news/1758_1.jpg,""
fullnews.php?news=1758,,МІЖНАРОДНЕ СПІВРОБІТНИЦТВО ЧДБК У ПРОФЕСІЙНІЙ ОСВІТІ ПРОДОВЖУЄТЬСЯ
,images/news/1759_1.jpg,""
fullnews.php?news=1759,,"ПЕРЕВЕДЕННЯ СТУДЕНТІВ НА МІСЦЯ, ЩО ФІНАНСУЮТЬСЯ ЗА РАХУНОК КОШТІВ РЕГІОНАЛЬНОГО БЮДЖЕТУ"
,images/news/1756_1.jpg,""
fullnews.php?news=1756,,ВИДАННЯ КАБІНЕТУ МІНІСТРІВ УКРАЇНИ «УРЯДОВИЙ КУР’ЄР» ПРО ЧЕРКАСЬКИЙ ДЕРЖАВНИЙ БІЗНЕС-КОЛЕДЖ
,images/news/1755_1.jpg,""
fullnews.php?news=1755,,ЗБІР КОШТІВ ДЛЯ ДОПОМОГИ СТУДЕНЦІ!
